_RAJ2000, _DEJ2000, ObjType, ObjName, RAICRS, DEICRS, plx, e_plx, r_plx, pmRA, e_pmRA, pmDE, e_pmDE, r_pmDE, RV, e_RV, r_RV, SpType, GCode, Gmag, Gest, GBPmag, GRPmag, Umag, Bmag, Vmag, Rmag, Imag, Jmag, Hmag, Ksmag, GaiaDR2, GaiaEDR3, SIMBAD, Common, GJ, HD, HIP
281.27188853852, -63.96318058641, LM    , SCR J1845-6357 A            , 281.298043862, -63.960567367, 249.6651,   0.1330, 2020yCat.1350....0G            ,   2583.189785995,      0.090701650,    588.504138102,      0.103400710, 2020yCat.1350....0G           ,  -18.0000,    2.0000, 2015ApJS..220...18B, M8      ,  3, 14.02148,       , 17.56414, 12.45122,       ,       , 17.400, 14.990, 12.460,  9.544,  8.967,  8.508, 6439125097425259776, 6439125097427143808, SCR J1845-6357            ,                  ,           ,             , 
281.27154923510, -63.96278382533, BD    , SCR J1845-6357 B            , 281.280540000, -63.961885000, 249.6651,   0.1330, FROM:SCRJ1845-6357A            ,   2583.189785995,      0.090701650,    588.504138102,      0.103400710, FROM:SCRJ1845-6357            ,          ,          ,                    , T6      , 10,         ,  19.50,         ,         ,       ,       ,       ,       ,       , 13.290, 13.100, 13.700,                    ,                    , SCR J1845-6357B           ,                  ,           ,             , 
162.06072337705, -39.93523409521, LM    , DENIS J104814.6-395606      , 162.053887717, -39.939625947, 247.2156,   0.0512, 2020yCat.1350....0G            ,  -1179.311133843,      0.055921696,   -988.121495960,      0.055926006, 2020yCat.1350....0G           ,  -11.0000,    2.0000, 2015ApJS..220...18B, M9      ,  3, 14.00588,       , 17.61701, 12.46335,       ,       , 17.532, 15.051, 12.670,  9.538,  8.900,  8.447, 5393446658454453632, 5393446658454453632, DENIS J104814.6-395606    ,                  ,           ,             , 
097.34745679468, -02.81356205990, LM    , Ross 614 A                  , 097.350794774, -02.817130718, 242.9659,   0.8833, 2018yCat.1345....0G            ,    750.140000000,      1.648000000,   -802.947000000,      1.475000000, 2018yCat.1345....0G           ,   16.7000,    0.2000, 2006AstL...32..759G, M4.5    ,  3,  9.63000,       , 11.33832,  8.25791, 13.942, 12.764, 11.071,  9.770,  8.050,  6.376,  5.754,  5.486, 3117120863523946368, 3117120863523946368, Ross 614 A                , V577 Mon A       , GJ 234 A  ,             , HIP 30920
097.34745679468, -02.81356205990, LM    , Ross 614 B                  , 097.350794774, -02.817130718, 242.9659,   0.8833, FROM:Ross614A                  ,    750.140000000,      1.648000000,   -802.947000000,      1.475000000, FROM:Ross614A                 ,          ,          ,                    , M5.5    , 10,         ,  10.66,         ,         ,       , 16.000, 14.230,       ,       ,       ,       ,       ,                    ,                    , Ross 614 B                , V577 Mon B       , GJ 234 B  ,             , 
110.61462900000, -05.67533600000, BD    , UGPS J072227.51-054031.2    , 110.614629000, -05.675336000, 242.8000,   2.4000, 2012ApJ...748...74L            ,   -903.738000000,      1.584200000,    351.808000000,      0.616700000, 2012ApJS..201...19D           ,          ,          ,                    , > T9    , 20,         ,  23.04,         ,         ,       ,       ,       ,       ,       , 16.518, 16.896, 17.074,                    ,                    , UGPS J072227.51-054031.2  ,                  ,           ,             , 
247.57524330907, -12.66258922664, LM    , Wolf 1061                   , 247.574814162, -12.667851081, 232.1390,   0.0268, 2020yCat.1350....0G            ,    -94.209594994,      0.030897070,  -1183.917157588,      0.021104315, 2020yCat.1350....0G           ,  -21.2160,    0.0006, 2018A&A...616A...7S, M3      ,  3,  8.80188,       , 10.32230,  7.59072, 12.829, 11.638, 10.072,  8.917,  7.421,  5.950,  5.373,  5.075, 4330690742322011520, 4330690742322011520, BD-12 4523                ,                  , GJ 628    ,             , HIP 80824
247.57481416200, -12.66785108100, Planet, Wolf 1061 b                 , 247.574814162, -12.667851081, 232.1390,   0.0268, FROM:Wolf1061                  ,                 ,                 ,                 ,                 ,                               ,          ,          ,                    ,         ,   ,         ,       ,         ,         ,       ,       ,       ,       ,       ,       ,       ,       ,                    ,                    ,                           ,                  ,           ,             , 
247.57481416200, -12.66785108100, Planet, Wolf 1061 c                 , 247.574814162, -12.667851081, 232.1390,   0.0268, FROM:Wolf1061                  ,                 ,                 ,                 ,                 ,                               ,          ,          ,                    ,         ,   ,         ,       ,         ,         ,       ,       ,       ,       ,       ,       ,       ,       ,                    ,                    ,                           ,                  ,           ,             , 
247.57481416200, -12.66785108100, Planet, Wolf 1061 d                 , 247.574814162, -12.667851081, 232.1390,   0.0268, FROM:Wolf1061                  ,                 ,                 ,                 ,                 ,                               ,          ,          ,                    ,         ,   ,         ,       ,         ,         ,       ,       ,       ,       ,       ,       ,       ,       ,                    ,                    ,                           ,                  ,           ,             , 
012.29124306968, +05.38860939430, WD    , Wolf 28                     , 012.296740250, +05.376556608, 231.7800,   0.0183, 2020yCat.1350....0G            ,   1231.399465379,      0.022946512,  -2711.882504485,      0.019384578, 2020yCat.1350....0G           ,   15.0000,   20.0000, 1993AJ....105.1033A, DZ      ,  3, 12.29916,       , 12.53123, 11.93364, 12.984, 12.920, 12.374, 12.106, 11.854, 11.688, 11.572, 11.498, 2552928187080872832, 2552928187080872832, Wolf 28                   , van Maanen's Star, GJ 35     ,             , HIP 3829
188.32257347009, +09.02112358757, LM    , Wolf 424 A                  , 188.314492802, +09.022091625, 231.1185,   0.5119, 2020yCat.1350....0G            ,  -1795.660902460,      0.565115600,    217.788566562,      0.550016300, 2020yCat.1350....0G           ,    1.0000,    4.0000, 2015ApJ...802L..10T, M5.5    ,  3, 11.23512,       , 12.91602,  9.38181, 15.398, 14.313, 12.467, 10.937,  8.988,  6.995,  6.397,  6.042,                    , 3902874650602495232, Wolf 424                  , FL Vir A         , GJ 473    ,             , 
188.32237406106, +09.02092647101, LM    , Wolf 424 B                  , 188.314676776, +09.021829208, 223.4775,   0.4665, 2020yCat.1350....0G            ,  -1710.467654065,      0.554185300,    203.097808640,      0.450712230, 2020yCat.1350....0G           ,          ,          ,                    , M7      ,  3, 11.24016,       , 13.03746,  9.53962,       ,       ,       ,       ,       ,       ,       ,       ,                    , 3902874650601954816, Wolf 424                  , FL Vir B         ,           ,             , 
001.35178514573, -37.35736331304, LM    , HD 225213                   , 001.383284152, -37.367744028, 230.0970,   0.0362, 2020yCat.1350....0G            ,   5633.438087895,      0.026583562,  -2334.721272652,      0.030039242, 2020yCat.1350....0G           ,   25.5340,    0.0010, 2018A&A...616A...7S, M2      ,  3,  7.68249,       ,  8.80232,  6.61627, 11.074, 10.022,  8.562,  7.589,  6.432,  5.328,  4.732,  4.535, 2306965202564506752, 2306965202564744064, HD 225213                 ,                  , GJ 1      , HD 225213   , HIP 439
030.05398466632, +13.05194460244, LM    , GJ 9066                     , 030.058987048, +13.044071201, 223.7321,   0.0699, 2020yCat.1350....0G            ,   1096.458485897,      0.066713830,  -1771.526145379,      0.056617845, 2020yCat.1350....0G           ,  -28.8320,    0.0250, 2020A&A...636A..36L, M4.5    ,  3, 10.68106,       , 12.57185,  9.38367, 15.406, 14.100, 12.298, 10.943,  9.195,  7.514,  6.970,  6.648,   76868614540049408,   76868614540049408, TZ Ari                    ,                  , GJ 83.1   ,             , 
030.05898704800, +13.04407120100, Planet, GJ 9066 b                   , 030.058987048, +13.044071201, 223.7321,   0.0699, FROM:GJ9066                    ,                 ,                 ,                 ,                 ,                               ,          ,          ,                    ,         ,   ,         ,       ,         ,         ,       ,       ,       ,       ,       ,       ,       ,       ,                    ,                    ,                           ,                  ,           ,             , 
030.05898704800, +13.04407120100, Planet, GJ 9066 c                   , 030.058987048, +13.044071201, 223.7321,   0.0699, FROM:GJ9066                    ,                 ,                 ,                 ,                 ,                               ,          ,          ,                    ,         ,   ,         ,       ,         ,         ,       ,       ,       ,       ,       ,       ,       ,       ,                    ,                    ,                           ,                  ,           ,             , 
264.10791378922, +68.33914156351, LM    , GJ 687                      , 264.104052573, +68.333497638, 219.7898,   0.0210, 2020yCat.1350....0G            ,   -320.674724330,      0.023984322,  -1269.893286659,      0.026745409, 2020yCat.1350....0G           ,  -28.7590,    0.0011, 2018A&A...616A...7S, M3      ,  3,  8.02864,       ,  9.38518,  6.86706, 11.730, 10.650,       ,  8.300,       ,  5.335,  4.770,  4.548, 1637645127018395776, 1637645127018395776, BD+68 946                 ,                  , GJ 687    ,             , HIP 86162
264.10405257300, +68.33349763800, Planet, GJ 687 b                    , 264.104052573, +68.333497638, 219.7898,   0.0210, FROM:GJ687                     ,                 ,                 ,                 ,                 ,                               ,          ,          ,                    ,         ,   ,         ,       ,         ,         ,       ,       ,       ,       ,       ,       ,       ,       ,                    ,                    ,                           ,                  ,           ,             , 
262.16643990887, -46.89519113810, LM    , GJ 674                      , 262.170163922, -46.899104899, 219.6463,   0.0262, 2020yCat.1350....0G            ,    572.568461820,      0.039771337,   -880.582618762,      0.027025519, 2020yCat.1350....0G           ,   -2.9040,    0.0011, 2018A&A...616A...7S, M2      ,  3,  8.33643,       ,  9.65823,  7.19337, 12.177, 10.973,  9.407,  8.337,  7.006,  5.711,  5.154,  4.855, 5951824121022278144, 5951824121022278144, CD-46 11540               ,                  , GJ 674    ,             , HIP 85523
262.17016392200, -46.89910489900, Planet, GJ 674 b                    , 262.170163922, -46.899104899, 219.6463,   0.0262, FROM:GJ674                     ,                 ,                 ,                 ,                 ,                               ,          ,          ,                    ,         ,   ,         ,       ,         ,         ,       ,       ,       ,       ,       ,       ,       ,       ,                    ,                    ,                           ,                  ,           ,             , 
249.91552613747, -68.78517806203, BD    , WISE J163940.83-684738.6    , 249.922582000, -68.798903000, 219.6000,   2.3000, 2021ApJS..253....7K            ,    578.100000000,      1.100000000,  -3107.500000000,      1.100000000, 2021ApJS..253....7K           ,          ,          ,                    , Y0pec   , 20,         ,  23.47,         ,         ,       ,       ,       ,       ,       , 20.570, 20.590,       ,                    ,                    , WISE J163940.83-684738.6  ,                  ,           ,             , 
162.05255937991, -11.33600296852, LM    , LP 731-58                   , 162.055183999, -11.342803320, 219.3302,   0.0602, 2020yCat.1350....0G            ,    579.018668285,      0.065795820,  -1530.076483588,      0.057569522, 2020yCat.1350....0G           ,    1.7400,    0.0320, 2020A&A...636A..36L, M6.5    ,  3, 12.83745,       , 15.94073, 11.35986,       ,       , 15.784, 16.010, 11.250,  8.857,  8.263,  7.930, 3757613049856225792, 3757613049856225792, LP 731-58                 ,                  , GJ 3622   ,             , 
